,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category_в пределах города,fromcenter_category_область,fromcenter_category_самый центр,fromcenter_category_центр
21281,11999000.0,104.1,4,3.19,6.0,68.9,4,False,False,False,12.1,0,25869.0,4663.0,0.0,5000.0,0.0,5000.0,192,115264,False,False,False,True
21283,2850000.0,36.8,1,2.55,6.0,17.8,2,False,False,False,8.3,0,46151.0,34044.0,1.0,185.0,1.0,755.0,27,77445,False,True,False,False
21284,3000000.0,37.0,1,2.7,17.0,19.2,5,False,False,False,8.6,0,29808.0,8655.0,1.0,338.0,1.0,823.0,95,81081,True,False,False,False
21286,6440000.0,47.5,1,2.7,11.0,22.4,3,False,False,False,15.0,0,31061.0,5377.0,2.0,839.0,0.0,5000.0,105,135578,True,False,False,False
21289,3200000.0,38.5,1,2.68,5.0,17.2,5,False,False,False,10.7,0,18582.0,31274.0,0.0,5000.0,0.0,5000.0,24,83116,False,True,False,False
21290,6920000.0,85.0,3,2.75,10.0,48.0,7,False,False,False,10.2,2,10584.0,11532.0,0.0,5000.0,1.0,801.0,431,81411,True,False,False,False
21291,6850000.0,47.8,2,2.7,3.0,22.45,2,False,False,False,11.33,0,44550.0,8760.0,1.0,413.0,0.0,5000.0,0,143305,True,False,False,False
21292,2700000.0,30.0,1,2.5,9.0,15.0,3,False,False,False,7.5,0,19559.0,18561.0,1.0,672.0,1.0,524.0,432,90000,False,True,False,False
21294,12300000.0,103.0,3,2.75,25.0,57.0,12,False,False,False,19.0,1,35742.0,15032.0,0.0,5000.0,0.0,5000.0,594,119417,True,False,False,False
21295,4150000.0,33.4,1,2.75,27.0,12.0,13,False,False,False,8.0,2,33736.0,14835.0,0.0,5000.0,0.0,5000.0,24,124251,True,False,False,False
21296,7200000.0,36.3,1,2.75,23.0,19.5,19,False,False,False,9.2,1,10275.0,10212.0,1.0,666.0,0.0,5000.0,329,198347,True,False,False,False
21297,4650000.0,40.0,1,2.75,25.0,19.0,3,False,False,False,11.0,2,10700.0,14612.0,0.0,5000.0,1.0,966.0,138,116250,True,False,False,False
21298,4750000.0,52.0,2,2.68,26.0,14.0,24,False,False,False,20.0,2,53788.0,18014.0,0.0,5000.0,2.0,978.0,49,91346,False,True,False,False
21300,3400000.0,42.0,1,2.68,9.0,21.0,3,False,False,False,11.0,2,25547.0,28972.0,0.0,5000.0,0.0,5000.0,89,80952,False,True,False,False
21301,5150000.0,52.0,2,2.56,9.0,32.5,5,False,False,False,9.0,2,33462.0,11772.0,0.0,5000.0,0.0,5000.0,249,99038,True,False,False,False
21302,4500000.0,49.3,2,2.6,9.0,27.5,1,False,False,False,9.4,2,26646.0,12147.0,0.0,5000.0,0.0,5000.0,395,91277,True,False,False,False
21303,5800000.0,57.4,2,2.5,10.0,30.0,3,False,False,False,11.5,5,35091.0,15393.0,2.0,465.0,3.0,213.0,56,101045,True,False,False,False
21305,17000000.0,128.0,3,3.0,5.0,76.0,4,False,False,False,15.0,2,51465.0,15116.0,0.0,5000.0,0.0,5000.0,112,132812,True,False,False,False
21307,7550000.0,64.0,2,3.24,4.0,40.7,2,False,False,False,8.0,0,24603.0,2254.0,1.0,514.0,0.0,5000.0,21,117968,False,False,True,False
21308,4500000.0,51.0,2,2.5,16.0,28.8,8,False,False,False,10.2,0,14755.0,13551.0,0.0,5000.0,0.0,5000.0,139,88235,True,False,False,False
21310,5500000.0,65.6,3,2.7,12.0,42.1,6,False,False,False,10.5,0,19015.0,20727.0,0.0,5000.0,2.0,290.0,313,83841,False,True,False,False
21311,3570000.0,45.0,2,2.55,9.0,29.0,7,False,False,False,7.0,2,45258.0,16829.0,1.0,701.0,0.0,5000.0,184,79333,True,False,False,False
21312,6200000.0,79.3,3,3.2,5.0,54.0,3,False,False,False,8.6,0,22358.0,9825.0,2.0,517.0,1.0,923.0,650,78184,True,False,False,False
21314,6000000.0,45.5,1,2.7,11.0,20.1,3,False,False,False,12.5,0,51340.0,15363.0,0.0,5000.0,1.0,853.0,3,131868,True,False,False,False
21315,5990000.0,60.0,3,2.5,9.0,37.2,5,False,False,False,6.1,1,16376.0,12594.0,0.0,5000.0,0.0,5000.0,4,99833,True,False,False,False
21317,5000000.0,61.8,3,2.75,9.0,39.3,5,False,False,False,9.4,0,29227.0,13138.0,0.0,5000.0,0.0,5000.0,299,80906,True,False,False,False
21319,9380000.0,67.0,2,2.8,27.0,34.8,25,False,False,False,14.1,0,51299.0,14592.0,0.0,5000.0,0.0,5000.0,0,140000,True,False,False,False
21320,5410000.0,47.1,1,2.75,10.0,17.0,1,False,False,False,13.8,0,24151.0,5777.0,1.0,1272.0,2.0,407.0,214,114861,True,False,False,False
21321,4200000.0,35.0,1,2.75,16.0,16.0,14,False,False,False,9.3,1,33003.0,14102.0,0.0,5000.0,0.0,5000.0,70,120000,True,False,False,False
21322,7350000.0,64.0,3,3.1,5.0,41.0,5,False,False,False,7.7,0,45299.0,11936.0,1.0,673.0,1.0,315.0,116,114843,True,False,False,False
21323,3460000.0,33.84,1,2.75,24.0,15.16,3,False,False,False,10.06,0,17138.0,15934.0,0.0,5000.0,1.0,76.0,24,102245,True,False,False,False
21324,10304000.0,106.0,3,2.75,20.0,53.0,5,False,False,False,22.0,1,17837.0,16840.0,0.0,5000.0,2.0,210.0,272,97207,True,False,False,False
21325,9900000.0,79.0,3,2.8,18.0,47.1,6,False,False,False,11.1,0,33738.0,11896.0,0.0,5000.0,0.0,5000.0,64,125316,True,False,False,False
21326,7600000.0,65.0,2,2.75,16.0,36.0,2,False,False,False,13.5,0,42351.0,14855.0,0.0,5000.0,0.0,5000.0,6,116923,True,False,False,False
21328,3749000.0,38.7,1,2.75,17.0,20.1,12,False,False,False,10.6,2,25360.0,14749.0,0.0,5000.0,0.0,5000.0,45,96873,True,False,False,False
21329,4000000.0,38.9,1,2.5,16.0,17.5,15,False,False,False,10.1,1,49855.0,13650.0,2.0,228.0,1.0,698.0,295,102827,True,False,False,False
21330,4200000.0,57.0,2,2.68,9.0,32.0,5,False,False,False,8.3,0,45759.0,34477.0,1.0,395.0,0.0,5000.0,131,73684,False,True,False,False
21331,16000000.0,93.4,3,2.8,17.0,24.3,6,False,False,False,49.4,0,30954.0,8248.0,0.0,5000.0,2.0,495.0,0,171306,True,False,False,False
21334,4400000.0,45.0,2,2.5,12.0,26.8,8,False,False,False,6.1,0,15981.0,10603.0,0.0,5000.0,1.0,595.0,245,97777,True,False,False,False
21335,7100000.0,58.0,2,2.66,16.0,32.5,14,False,False,False,12.0,0,10540.0,13916.0,0.0,5000.0,0.0,5000.0,8,122413,True,False,False,False
21336,4690000.0,39.0,1,2.7,17.0,18.0,2,False,False,False,10.0,0,14741.0,12665.0,0.0,5000.0,0.0,5000.0,30,120256,True,False,False,False
21337,4500000.0,50.7,2,2.75,9.0,33.0,3,False,False,False,7.0,0,14004.0,16596.0,0.0,5000.0,1.0,719.0,124,88757,True,False,False,False
21338,3200000.0,190.0,1,3.0,6.0,43.0,4,False,False,False,13.0,0,22592.0,4312.0,1.0,350.0,0.0,5000.0,11,16842,False,False,False,True
21339,6660000.0,78.0,3,2.65,16.0,46.0,6,False,False,False,15.0,0,19502.0,21214.0,0.0,5000.0,2.0,539.0,266,85384,False,True,False,False
21340,6800000.0,57.0,3,2.75,9.0,39.0,5,False,False,False,8.5,0,45381.0,12042.0,2.0,399.0,1.0,528.0,88,119298,True,False,False,False
21343,3195000.0,30.0,1,2.75,5.0,18.0,4,False,False,False,6.0,0,13378.0,13290.0,0.0,5000.0,0.0,5000.0,85,106500,True,False,False,False
21344,6400000.0,62.0,2,2.75,25.0,26.6,21,False,False,False,11.0,0,42507.0,9798.0,0.0,5000.0,0.0,5000.0,71,103225,True,False,False,False
21345,5200000.0,74.5,3,2.68,5.0,47.1,4,False,False,False,10.0,1,19027.0,31602.0,0.0,5000.0,0.0,5000.0,220,69798,False,True,False,False
21346,4099000.0,36.0,1,2.75,16.0,17.9,2,False,False,False,8.4,0,29595.0,11363.0,2.0,375.0,1.0,735.0,100,113861,True,False,False,False
21347,3249000.0,39.7,1,2.68,6.0,16.4,5,False,False,False,8.7,0,26585.0,30010.0,2.0,850.0,2.0,132.0,164,81838,False,True,False,False
21348,4999000.0,58.0,3,2.75,9.0,44.0,1,False,False,False,6.0,0,49839.0,15544.0,0.0,5000.0,0.0,5000.0,498,86189,True,False,False,False
21350,3970000.0,49.0,1,2.68,25.0,19.5,3,False,False,False,14.5,1,54337.0,18830.0,0.0,5000.0,1.0,649.0,119,81020,False,True,False,False
21351,7200000.0,72.0,3,2.65,16.0,41.4,7,False,False,False,10.6,2,28998.0,11424.0,1.0,184.0,1.0,263.0,85,100000,True,False,False,False
21352,5180000.0,56.3,3,2.5,5.0,22.3,4,False,False,False,6.2,0,15072.0,10878.0,0.0,5000.0,1.0,734.0,178,92007,True,False,False,False
21353,5200000.0,42.0,1,2.65,24.0,19.5,16,False,False,False,13.0,0,36969.0,11775.0,0.0,5000.0,2.0,983.0,28,123809,True,False,False,False
21354,6499000.0,44.0,1,2.8,22.0,20.0,7,False,False,False,8.0,2,11596.0,13277.0,0.0,5000.0,0.0,5000.0,5,147704,True,False,False,False
21358,4050000.0,62.0,3,2.68,12.0,41.0,2,False,False,False,6.7,0,26657.0,32443.0,2.0,537.0,2.0,521.0,64,65322,False,True,False,False
21359,6200000.0,42.6,1,2.9,12.0,23.0,6,False,False,False,8.0,0,57575.0,34505.0,2.0,428.0,1.0,615.0,36,145539,False,True,False,False
21360,4850000.0,62.2,3,2.75,9.0,43.0,5,False,False,False,8.2,2,37727.0,11468.0,1.0,623.0,0.0,5000.0,91,77974,True,False,False,False
21361,3250000.0,46.0,2,2.75,5.0,31.0,1,False,False,False,6.0,0,42418.0,10115.0,2.0,336.0,0.0,5000.0,428,70652,True,False,False,False
21362,8000000.0,59.0,2,3.35,6.0,37.8,3,False,False,False,8.3,0,31447.0,5130.0,2.0,102.0,3.0,249.0,153,135593,True,False,False,False
21363,8350000.0,78.8,4,2.68,10.0,55.8,9,False,False,False,7.1,0,56879.0,33808.0,0.0,5000.0,2.0,112.0,29,105964,False,True,False,False
21364,14200000.0,107.0,3,3.1,5.0,66.0,3,False,False,False,22.0,1,14408.0,8328.0,0.0,5000.0,0.0,5000.0,181,132710,True,False,False,False
21366,4600000.0,32.1,1,2.5,14.0,14.1,10,False,False,False,7.4,1,28813.0,6185.0,1.0,377.0,0.0,5000.0,25,143302,True,False,False,False
21367,6290000.0,53.7,2,2.68,23.0,30.1,12,False,False,False,8.9,1,52700.0,18877.0,0.0,5000.0,0.0,5000.0,44,117132,False,True,False,False
21368,2950000.0,33.0,1,2.7,5.0,10.0,2,False,False,False,11.0,2,47157.0,25723.0,1.0,480.0,1.0,619.0,471,89393,False,True,False,False
21369,4800000.0,55.0,2,2.6,10.0,31.1,10,False,False,False,8.3,0,36676.0,11913.0,0.0,5000.0,0.0,5000.0,142,87272,True,False,False,False
21370,11400000.0,70.0,2,3.0,14.0,29.0,8,False,False,False,18.0,1,19553.0,4762.0,0.0,5000.0,1.0,533.0,972,162857,False,False,False,True
21371,8900000.0,89.0,3,3.1,5.0,59.0,1,False,False,False,10.0,0,14747.0,8036.0,0.0,5000.0,0.0,5000.0,122,100000,True,False,False,False
21372,4200000.0,44.0,2,2.68,5.0,27.0,3,False,False,False,7.0,1,45296.0,18018.0,0.0,5000.0,0.0,5000.0,161,95454,False,True,False,False
21373,4950000.0,33.0,1,2.7,16.0,16.0,14,False,False,False,8.0,2,22943.0,11827.0,1.0,856.0,1.0,686.0,22,150000,True,False,False,False
21374,9950000.0,77.8,3,3.0,7.0,48.2,5,False,False,False,10.2,0,27263.0,7208.0,1.0,646.0,0.0,5000.0,104,127892,True,False,False,False
21375,5999000.0,71.4,3,2.68,12.0,43.3,9,False,False,False,10.8,2,15662.0,16966.0,0.0,5000.0,0.0,5000.0,64,84019,True,False,False,False
21377,4900000.0,42.0,1,27.5,24.0,37.7,19,False,False,False,11.0,2,42742.0,9760.0,0.0,5000.0,0.0,5000.0,61,116666,True,False,False,False
21378,5000000.0,65.0,3,2.5,16.0,40.4,1,False,False,False,11.0,0,13552.0,12348.0,0.0,5000.0,0.0,5000.0,358,76923,True,False,False,False
21379,13000000.0,95.0,3,2.8,20.0,50.0,15,False,False,False,20.0,5,35742.0,15032.0,0.0,5000.0,0.0,5000.0,90,136842,True,False,False,False
21382,4950000.0,54.0,2,2.68,8.0,32.0,2,False,False,False,6.8,1,12736.0,24889.0,1.0,460.0,0.0,5000.0,0,91666,False,True,False,False
21383,5399000.0,60.3,4,2.5,5.0,44.0,2,False,False,False,7.4,0,17590.0,17498.0,1.0,667.0,0.0,5000.0,125,89535,False,True,False,False
21384,4000000.0,42.0,2,3.19,6.0,24.0,1,False,False,False,15.4,0,25706.0,4571.0,0.0,5000.0,1.0,655.0,369,95238,False,False,False,True
21385,3150000.0,30.0,1,2.75,3.0,17.0,3,False,False,False,5.3,0,41654.0,12504.0,1.0,152.0,0.0,5000.0,0,105000,True,False,False,False
21386,7180000.0,74.5,3,2.75,26.0,46.0,5,False,False,False,9.6,0,39141.0,15985.0,0.0,5000.0,0.0,5000.0,57,96375,True,False,False,False
21387,4800000.0,38.0,1,3.24,6.0,18.0,2,False,False,False,8.0,0,20644.0,2004.0,2.0,393.0,3.0,239.0,5,126315,False,False,True,False
21388,4500000.0,78.1,4,2.5,9.0,55.0,9,False,False,False,9.6,0,25411.0,31197.0,1.0,497.0,0.0,5000.0,60,57618,False,True,False,False
21389,3770000.0,45.0,2,2.6,9.0,27.0,2,False,False,False,7.0,0,22882.0,12503.0,0.0,5000.0,0.0,5000.0,707,83777,True,False,False,False
21390,3000000.0,31.0,1,2.75,5.0,17.0,3,False,False,False,6.0,0,21225.0,14930.0,1.0,763.0,2.0,751.0,15,96774,True,False,False,False
21391,3200000.0,33.3,1,2.68,9.0,17.4,5,False,False,False,7.8,0,28185.0,11382.0,1.0,152.0,0.0,5000.0,162,96096,True,False,False,False
21392,5950000.0,64.0,3,2.68,5.0,41.0,4,False,False,False,8.0,1,13454.0,25607.0,1.0,395.0,0.0,5000.0,104,92968,False,True,False,False
21394,3521100.0,36.2,1,2.58,25.0,15.5,18,False,False,False,9.4,1,41466.0,11538.0,0.0,5000.0,0.0,5000.0,789,97267,True,False,False,False
21395,3640000.0,39.0,1,2.68,18.0,19.0,9,False,False,False,10.0,1,42462.0,21778.0,0.0,5000.0,1.0,1271.0,0,93333,False,True,False,False
21396,4110000.0,42.2,2,2.5,5.0,28.0,2,False,False,False,6.0,1,39932.0,11635.0,1.0,387.0,0.0,5000.0,170,97393,True,False,False,False
21400,4190000.0,32.0,1,2.75,17.0,16.0,17,False,False,False,9.0,0,33564.0,14616.0,0.0,5000.0,1.0,859.0,13,130937,True,False,False,False
21401,4600000.0,39.0,2,2.4,9.0,23.8,8,False,False,False,7.4,0,12384.0,12296.0,0.0,5000.0,1.0,396.0,0,117948,True,False,False,False
21403,7100000.0,72.4,3,3.2,7.0,36.4,1,False,False,False,14.5,0,24161.0,4728.0,1.0,127.0,0.0,5000.0,56,98066,False,False,False,True
21404,6900000.0,78.0,3,2.68,5.0,49.0,1,False,False,False,8.0,0,15745.0,27898.0,1.0,762.0,1.0,965.0,613,88461,False,True,False,False
21405,5150000.0,38.0,1,2.75,25.0,15.3,13,False,False,False,10.6,2,11779.0,12323.0,0.0,5000.0,1.0,310.0,189,135526,True,False,False,False
21406,10450000.0,80.5,2,2.75,8.0,36.5,5,False,False,False,16.5,0,15904.0,7954.0,1.0,646.0,0.0,5000.0,197,129813,True,False,False,False
21408,8300000.0,68.0,2,2.75,15.0,33.2,7,False,False,False,15.0,0,35596.0,14887.0,0.0,5000.0,0.0,5000.0,117,122058,True,False,False,False
21409,6899000.0,51.0,1,2.5,25.0,22.0,6,False,False,False,11.0,0,35265.0,11242.0,0.0,5000.0,0.0,5000.0,45,135274,True,False,False,False
21411,4200000.0,33.5,1,2.5,9.0,17.3,4,False,False,False,8.0,0,45204.0,17928.0,0.0,5000.0,0.0,5000.0,570,125373,False,True,False,False
21412,8300000.0,61.0,2,2.75,12.0,27.4,9,False,False,False,11.5,1,39946.0,10720.0,1.0,2102.0,3.0,303.0,14,136065,True,False,False,False
21414,4700000.0,46.0,2,2.5,9.0,29.3,5,False,False,False,7.5,0,16874.0,16782.0,0.0,5000.0,1.0,644.0,52,102173,True,False,False,False
21415,8200000.0,80.0,3,2.65,12.0,47.0,8,False,False,False,15.0,0,36274.0,13188.0,2.0,320.0,2.0,488.0,17,102500,True,False,False,False
21417,10450000.0,109.3,5,3.3,7.0,67.0,6,False,False,False,9.5,0,24823.0,5042.0,1.0,711.0,0.0,5000.0,21,95608,True,False,False,False
21419,1870000.0,20.0,1,2.5,5.0,14.0,1,False,False,False,2.0,0,16652.0,15654.0,1.0,619.0,1.0,937.0,45,93500,True,False,False,False
21422,6900000.0,46.0,2,2.75,17.0,27.0,16,False,False,False,9.0,0,33564.0,14616.0,0.0,5000.0,1.0,859.0,0,150000,True,False,False,False
21423,3600000.0,29.0,1,2.55,9.0,15.1,3,False,False,False,6.6,0,30081.0,12942.0,0.0,5000.0,0.0,5000.0,6,124137,True,False,False,False
21424,21000000.0,118.9,4,3.4,6.0,82.4,2,False,False,False,11.5,0,26248.0,4950.0,3.0,330.0,1.0,181.0,13,176619,False,False,False,True
21426,14000000.0,137.0,5,3.0,7.0,90.0,4,False,False,False,23.0,1,23546.0,3088.0,1.0,347.0,0.0,5000.0,1046,102189,False,False,False,True
21428,3570000.0,58.0,3,2.6,9.0,40.0,2,False,False,False,7.0,0,25335.0,31121.0,1.0,645.0,0.0,5000.0,43,61551,False,True,False,False
21430,3200000.0,32.5,1,2.75,9.0,17.9,2,False,False,False,6.3,0,45258.0,16829.0,1.0,701.0,0.0,5000.0,89,98461,True,False,False,False
21431,8000000.0,77.2,2,3.19,3.0,30.9,3,False,False,False,19.7,0,24482.0,4734.0,1.0,757.0,0.0,5000.0,726,103626,False,False,False,True
21432,5340000.0,58.0,2,2.53,16.0,30.8,5,False,False,False,8.1,0,19426.0,21138.0,0.0,5000.0,2.0,390.0,33,92068,False,True,False,False
21433,5800000.0,74.0,4,2.75,9.0,54.0,1,False,False,False,7.0,0,19166.0,12730.0,0.0,5000.0,0.0,5000.0,379,78378,True,False,False,False
21434,8865000.0,104.5,4,3.0,5.0,72.2,3,False,False,False,9.4,0,43263.0,8390.0,2.0,566.0,0.0,5000.0,169,84832,True,False,False,False
21435,11403209.0,108.4,4,2.7,10.0,68.7,7,False,False,False,10.7,0,23609.0,5299.0,0.0,5000.0,1.0,433.0,765,105195,True,False,False,False
21436,8100000.0,58.0,2,2.75,7.0,31.2,6,False,False,False,10.7,0,23808.0,5332.0,1.0,2245.0,1.0,1018.0,60,139655,True,False,False,False
21437,5127100.0,64.9,2,2.68,24.0,31.8,1,False,False,False,11.1,0,42087.0,21403.0,0.0,5000.0,1.0,484.0,1004,79000,False,True,False,False
21438,5450000.0,67.3,3,2.5,9.0,44.0,7,False,False,False,8.8,1,25221.0,14442.0,0.0,5000.0,0.0,5000.0,60,80980,True,False,False,False
21439,7400000.0,79.8,3,2.6,10.0,49.1,1,False,False,False,10.9,0,12534.0,12447.0,0.0,5000.0,1.0,545.0,7,92731,True,False,False,False
21440,3499000.0,36.0,1,2.7,12.0,19.8,6,False,False,False,8.0,0,29906.0,12738.0,1.0,655.0,0.0,5000.0,61,97194,True,False,False,False
21441,5870000.0,84.0,3,2.68,10.0,52.8,6,False,False,False,11.0,1,55854.0,21529.0,0.0,5000.0,0.0,5000.0,0,69880,False,True,False,False
21443,4300000.0,35.6,1,2.5,9.0,18.0,8,False,False,False,7.0,1,30220.0,7467.0,0.0,5000.0,1.0,371.0,45,120786,True,False,False,False
21445,4900000.0,55.9,3,2.68,9.0,38.0,3,False,False,False,7.5,0,58916.0,35845.0,0.0,5000.0,1.0,234.0,411,87656,False,True,False,False
21446,9016000.0,78.4,3,2.6,25.0,45.18,2,False,False,False,10.72,0,43396.0,12153.0,0.0,5000.0,0.0,5000.0,159,114999,True,False,False,False
21447,5100000.0,58.0,3,2.75,9.0,38.0,3,False,False,False,7.1,2,50463.0,16169.0,0.0,5000.0,0.0,5000.0,230,87931,True,False,False,False
21448,5100000.0,47.0,2,2.5,9.0,28.4,9,False,False,False,9.0,1,44452.0,14031.0,2.0,267.0,0.0,5000.0,9,108510,True,False,False,False
21449,8300000.0,69.6,2,3.55,5.0,47.0,4,False,False,False,7.5,0,23857.0,3423.0,3.0,268.0,3.0,223.0,66,119252,False,False,False,True
21450,4900000.0,62.0,2,2.68,11.0,35.7,10,False,False,False,10.1,2,61517.0,21565.0,0.0,5000.0,0.0,5000.0,0,79032,False,True,False,False
21451,5390000.0,50.8,2,2.75,10.0,30.5,6,False,False,False,8.6,2,29709.0,11493.0,2.0,479.0,1.0,439.0,364,106102,True,False,False,False
21452,8000000.0,70.6,2,3.19,4.0,44.4,2,False,False,False,10.6,0,19802.0,3904.0,0.0,5000.0,1.0,391.0,17,113314,False,False,False,True
21453,3750000.0,45.0,2,2.75,9.0,28.0,3,False,False,False,8.5,0,42715.0,15218.0,2.0,334.0,0.0,5000.0,67,83333,True,False,False,False
21455,5850000.0,54.6,2,3.0,7.0,33.1,3,False,False,False,8.0,0,16093.0,8414.0,0.0,5000.0,0.0,5000.0,0,107142,True,False,False,False
21456,14500000.0,111.0,3,2.8,25.0,65.4,21,False,False,False,12.0,0,36533.0,9289.0,1.0,674.0,0.0,5000.0,70,130630,True,False,False,False
21457,3900000.0,52.0,2,2.7,9.0,28.5,5,False,False,False,7.4,0,46125.0,49550.0,0.0,5000.0,0.0,5000.0,23,75000,False,True,False,False
21458,5616379.0,47.4,1,3.0,4.0,20.52,3,True,False,False,14.04,2,44870.0,20802.0,0.0,5000.0,0.0,5000.0,0,118489,False,True,False,False
21459,7300000.0,45.0,1,2.8,16.0,18.0,11,False,False,False,13.0,0,9989.0,11323.0,1.0,744.0,1.0,1157.0,74,162222,True,False,False,False
21460,8500000.0,113.0,4,2.75,25.0,62.0,3,False,False,False,14.0,0,33793.0,13662.0,0.0,5000.0,0.0,5000.0,430,75221,True,False,False,False
21462,5750000.0,57.1,3,2.6,9.0,38.8,2,False,False,False,7.0,2,35790.0,12539.0,1.0,306.0,1.0,129.0,24,100700,True,False,False,False
21463,3450000.0,31.5,1,2.5,5.0,18.0,3,False,False,False,5.5,0,44214.0,14119.0,0.0,5000.0,0.0,5000.0,15,109523,True,False,False,False
21464,4800000.0,40.0,1,2.69,12.0,20.0,6,False,False,False,8.0,2,36832.0,11510.0,0.0,5000.0,0.0,5000.0,151,120000,True,False,False,False
21465,4700000.0,47.3,2,2.57,10.0,28.5,5,False,False,False,6.9,2,17625.0,15500.0,1.0,812.0,0.0,5000.0,145,99365,True,False,False,False
21466,5050000.0,58.0,3,2.75,5.0,43.6,3,False,False,False,5.7,1,39923.0,9183.0,0.0,5000.0,0.0,5000.0,12,87068,True,False,False,False
21470,15000000.0,59.0,2,2.75,12.0,30.0,9,False,False,False,13.0,0,17313.0,7963.0,0.0,5000.0,0.0,5000.0,15,254237,True,False,False,False
21471,7900000.0,85.6,3,3.19,5.0,61.3,1,False,False,False,7.0,0,25474.0,4049.0,1.0,551.0,0.0,5000.0,189,92289,False,False,False,True
21472,6100000.0,70.3,3,2.6,9.0,44.2,2,False,False,False,8.8,0,25195.0,14409.0,0.0,5000.0,0.0,5000.0,280,86770,True,False,False,False
21474,10650000.0,106.9,3,3.19,25.0,56.0,5,False,False,False,15.9,2,19413.0,4622.0,0.0,5000.0,1.0,903.0,35,99625,False,False,False,True
21475,15000000.0,102.18,3,3.0,19.0,52.6,17,False,False,False,10.0,2,18907.0,4500.0,0.0,5000.0,0.0,5000.0,90,146799,False,False,False,True
21477,5170000.0,64.2,3,2.75,15.0,42.0,14,False,False,False,10.3,0,15856.0,11100.0,0.0,5000.0,0.0,5000.0,21,80529,True,False,False,False
21479,3600000.0,43.4,2,2.68,5.0,28.1,1,False,False,False,5.2,0,15108.0,27262.0,0.0,5000.0,0.0,5000.0,0,82949,False,True,False,False
21481,13043097.0,107.9,4,2.75,11.0,67.6,6,False,False,False,10.9,2,24327.0,5954.0,0.0,5000.0,2.0,515.0,1094,120881,True,False,False,False
21483,3150000.0,30.7,1,2.6,5.0,15.7,1,False,False,False,7.3,0,19775.0,15371.0,1.0,76.0,2.0,765.0,30,102605,True,False,False,False
21484,5300000.0,55.0,2,2.7,6.0,32.0,4,False,False,False,8.0,1,37848.0,12746.0,1.0,644.0,1.0,663.0,250,96363,True,False,False,False
21485,4390000.0,42.8,1,3.1,14.0,15.8,11,False,False,False,9.3,2,15674.0,15582.0,0.0,5000.0,1.0,640.0,332,102570,True,False,False,False
21486,6800000.0,60.0,2,2.5,3.0,34.0,3,False,False,False,9.1,0,21485.0,1384.0,1.0,347.0,2.0,82.0,120,113333,False,False,True,False
21487,8500000.0,90.0,4,2.5,9.0,59.1,4,False,False,False,7.5,1,30003.0,7037.0,0.0,5000.0,1.0,153.0,29,94444,True,False,False,False
21489,10379600.0,67.4,2,2.75,14.0,36.0,12,False,False,False,12.35,2,27314.0,6017.0,1.0,658.0,3.0,592.0,34,154000,True,False,False,False
21492,11900000.0,70.0,2,3.0,6.0,40.0,2,False,False,False,12.0,0,51465.0,15116.0,0.0,5000.0,0.0,5000.0,120,170000,True,False,False,False
21493,12000000.0,98.0,3,3.4,2.0,68.0,2,False,False,False,10.0,0,21849.0,1325.0,0.0,5000.0,3.0,235.0,109,122448,False,False,True,False
21494,7850000.0,72.5,2,3.1,4.0,47.2,3,False,False,False,8.4,0,26342.0,5044.0,3.0,171.0,1.0,774.0,188,108275,True,False,False,False
21495,3300000.0,40.5,1,2.6,19.0,18.84,18,False,False,False,12.25,1,34155.0,15319.0,0.0,5000.0,0.0,5000.0,29,81481,True,False,False,False
21497,9300000.0,147.8,4,3.24,5.0,108.0,4,False,False,False,10.8,0,19904.0,1579.0,3.0,441.0,3.0,157.0,225,62922,False,False,True,False
21498,4050000.0,34.0,1,2.7,10.0,16.0,4,False,False,False,9.0,0,50355.0,15683.0,0.0,5000.0,0.0,5000.0,29,119117,True,False,False,False
21499,3900000.0,60.0,3,2.5,5.0,43.0,5,False,False,False,7.7,0,24030.0,29816.0,0.0,5000.0,1.0,364.0,216,65000,False,True,False,False
21501,5250000.0,29.6,1,3.0,5.0,16.4,5,False,False,False,6.2,1,22481.0,2733.0,2.0,332.0,3.0,50.0,55,177364,False,False,False,True
21502,5100000.0,33.0,1,2.5,22.0,17.0,9,False,False,False,6.0,0,9310.0,10644.0,2.0,516.0,0.0,5000.0,113,154545,True,False,False,False
21503,13900000.0,108.0,2,2.75,5.0,46.4,4,False,False,False,27.9,0,25278.0,5408.0,1.0,789.0,1.0,297.0,132,128703,True,False,False,False
21504,6350000.0,65.5,2,2.75,25.0,24.0,16,False,False,False,20.9,2,22735.0,11618.0,1.0,835.0,1.0,652.0,49,96946,True,False,False,False
21505,4100000.0,35.3,1,2.75,27.0,8.5,11,False,False,False,16.1,2,33977.0,15076.0,0.0,5000.0,0.0,5000.0,60,116147,True,False,False,False
21506,3490000.0,35.0,1,3.19,3.0,22.0,1,False,False,False,7.0,0,21613.0,3940.0,0.0,5000.0,3.0,358.0,15,99714,False,False,False,True
21507,3965000.0,35.7,1,2.75,16.0,14.0,14,False,False,False,10.0,0,30135.0,8982.0,0.0,5000.0,0.0,5000.0,207,111064,True,False,False,False
